StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
22139,RETROSPOT TEA SET CERAMIC 11 PC ,1676,8841.960000000001,373
22139,amazon,15,0.0,1
22141,CHRISTMAS CRAFT TREE TOP ANGEL,990,2763.6200000000003,157
22142,CHRISTMAS CRAFT WHITE FAIRY ,1174,1676.35,153
22143,CHRISTMAS CRAFT HEART DECORATIONS,436,921.8800000000001,72
22144,CHRISTMAS CRAFT LITTLE FRIENDS,1297,3336.61,211
22145,CHRISTMAS CRAFT HEART STOCKING ,1304,2748.46,199
22146,EASTER CRAFT IVY WREATH WITH CHICK,1370,2561.28,108
22147,FELTCRAFT BUTTERFLY HEARTS,6918,9759.46,695
22148,EASTER CRAFT 4 CHICKS ,1271,2498.4900000000002,117
22149,FELTCRAFT 6 FLOWER FRIENDS,6803,14395.28,884
22150, 3 STRIPEY MICE FELTCRAFT,690,1340.08,130
22150,3 STRIPEY MICE FELTCRAFT,3496,6332.58,374
22151,PLACE SETTING WHITE HEART,12722,5412.0599999999995,398
22152,PLACE SETTING WHITE STAR,3942,1642.0,143
22153,ANGEL DECORATION STARS ON DRESS,3169,1390.5,167
22154,ANGEL DECORATION 3 BUTTONS ,4040,1719.6399999999999,184
22155,STAR DECORATION RUSTIC,3873,1718.67,215
22156,HEART DECORATION WITH PEARLS ,4016,3476.8999999999996,351
22157,ANGEL DECORATION WITH LACE PADDED,1467,1255.05,117
22158,3 HEARTS HANGING DECORATION RUSTIC,5906,18335.0,458
22161,HEART DECORATION RUSTIC HANGING ,1690,1154.28,161
22162,HEART GARLAND RUSTIC PADDED,996,3033.27,181
22163,HEART STRING MEMO HOLDER HANGING,359,1092.7800000000002,84
22164,STRING OF STARS CARD HOLDER,243,653.6600000000001,37
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",568,4439.52,137
22165,damaged,-11,0.0,1
22166,"WALL MIRROR , RECT DIAMANTE, PINK/",215,1714.98,65
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,27,336.35999999999996,17
22167, OVAL WALL MIRROR DIAMANTE ,35,421.33,23
22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",405,3132.91,141
22167,damaged,-13,0.0,1
22168,Damages,-243,0.0,1
22168,ORGANISER WOOD ANTIQUE WHITE ,491,4058.98,267
22168,"ORGANISER WOOD, ANTIQUE WHITE ",3,25.5,2
22169,FAMILY ALBUM WHITE PICTURE FRAME,1064,9093.74,362
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1283,8467.81,340
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1347,10151.1,309
22171,damaged,-1,0.0,1
22172,METAL SHELF WITH RAIL ,374,3417.82,189
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2651,7890.05,534
22174,PHOTO CUBE,2162,4943.67,266
22175,PINK OWL DECORATION,96,244.79999999999998,1
22175,PINK OWL SOFT TOY,868,2507.19,204
22176,BLUE OWL DECORATION,96,244.79999999999998,1
22176,BLUE OWL SOFT TOY,585,1793.5200000000002,153
22177,5 HOOK BLACKBOARD ORGANISER ,301,2884.41,135
22178,VICTORIAN GLASS HANGING T-LIGHT,15884,19515.48,822
22179,SET 10 LIGHTS NIGHT OWL,1120,7681.900000000001,300
22180,RETRO SPOT LAMP,490,4955.469999999999,210
22180,RETROSPOT LAMP,154,1627.6999999999998,74
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,961,803.99,89
22182,CAKE STAND VICTORIAN FILIGREE SMALL,196,764.6,57
22183,CAKE STAND VICTORIAN FILIGREE MED,284,1501.96,95
22184,CAKE STAND VICTORIAN FILIGREE LARGE,329,2399.05,129
22185,SLATE TILE NATURAL HANGING,2454,4039.99,310
22186,RED STAR CARD HOLDER,1128,3403.0800000000004,216
22187,GREEN CHRISTMAS TREE CARD HOLDER,847,3691.07,205
22188,BLACK HEART CARD HOLDER,7609,20698.03,397
22189,CREAM HEART CARD HOLDER,10037,30998.13,806
22190,LOCAL CAFE MUG,751,1600.5000000000002,141
22191,EAU DE NIL DINER WALL CLOCK,243,2025.55,124
22191,IVORY DINER WALL CLOCK,242,2016.2,98
22191,IVORY WALL CLOCK,60,459.0,1
22192,BLUE DINER WALL CLOCK,480,4001.32,200
22193,RED DINER WALL CLOCK,458,3870.76,179
22193,RED WALL CLOCK,60,459.0,1
22194,BLACK DINER WALL CLOCK,307,2586.41,123
22195,HEART MEASURING SPOONS LARGE,84,138.59999999999997,5
22195,LARGE HEART MEASURING SPOONS,3198,5565.69,461
22196,HEART MEASURING SPOONS SMALL,12,10.2,1
22196,SMALL HEART MEASURING SPOONS,3829,3486.2799999999997,542
22197,"POPCORN HOLDER , SMALL ",3175,2520.65,117
22197,SMALL POPCORN HOLDER,29500,26791.95,926
22198,LARGE POPCORN HOLDER ,5637,9815.359999999999,544
22198,"POPCORN HOLDER , LARGE",972,1636.81,101
22199,FRYING PAN RED POLKADOT ,936,3857.39,193
22199,FRYING PAN RED RETROSPOT,185,825.69,58
22200,FRYING PAN PINK POLKADOT,262,1134.9,56
22200,FRYING PAN PINK POLKADOT ,645,2875.01,171
22200,FRYING PAN PINK RETROSPOT,7,33.97,3
22201,FRYING PAN BLUE POLKADOT,37,165.69,17
22201,FRYING PAN BLUE POLKADOT ,279,1143.41,61
22201,FRYING PAN BLUE RETROSPOT,4,21.22,3
22202,MILK PAN PINK POLKADOT,282,1058.28,49
22202,MILK PAN PINK RETROSPOT,727,2924.9900000000002,198
22203,MILK PAN RED RETROSPOT,1001,4005.61,263
22204,MILK PAN BLUE POLKADOT,30,116.37,13
22204,MILK PAN BLUE RETROSPOT,302,1158.38,80
22206,"MUG , DOTCOMGIFTSHOP.COM ",9,7.65,5
22207,FRYING PAN UNION FLAG,1843,7844.07,289
22208,WOOD STAMP SET THANK YOU,878,1517.2099999999998,164
22209,WOOD STAMP SET HAPPY BIRTHDAY,468,788.1299999999999,88
22210,WOOD STAMP SET BEST WISHES,584,968.55,109
22211,WOOD STAMP SET FLOWERS,528,908.2099999999999,98
22212,FOUR HOOK  WHITE LOVEBIRDS,2483,5122.14,454
22214,CANDLE PLATE LACE WHITE,356,863.1899999999999,36
22215,CAKE STAND WHITE TWO TIER LACE,695,5956.04,290
22216,T-LIGHT HOLDER WHITE LACE,815,716.95,50
22217,T-LIGHT HOLDER HANGING LACE,1538,1992.34,136
22218,CAKE STAND LACE WHITE,1171,5123.41,276
22219,LOVEBIRD HANGING DECORATION WHITE ,5699,5317.889999999999,628
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,485,4751.99,204
22221,CAKE STAND LOVEBIRD 2 TIER PINK,766,5528.62,113
22222,CAKE PLATE LOVEBIRD WHITE,437,2305.3900000000003,189
22223,CAKE PLATE LOVEBIRD PINK,286,1548.22,99
22224,WHITE LOVEBIRD LANTERN,1551,4817.040000000001,252
22227,"DECORATION, HANGING HEART+MIRROR ",2963,2148.0,291
22227,HANGING HEART MIRROR DECORATION ,816,560.64,78
22228,BUNNY WOODEN PAINTED WITH BIRD ,695,651.62,134
22229,BUNNY WOODEN PAINTED WITH FLOWER ,389,370.34,90
22230,JIGSAW TREE WITH WATERING CAN,570,620.01,97
22231,JIGSAW TREE WITH BIRDHOUSE,1130,1674.61,167
22232,3 PIECE JIGSAW TOADSTOOLS,16,26.4,2
22232,JIGSAW TOADSTOOLS 3 PIECE,393,671.63,76
22233,JIGSAW RABBIT AND BIRDHOUSE,303,520.4699999999999,67
22236,CAKE STAND 3 TIER MAGIC GARDEN,783,9885.519999999999,371
22236,Rust fixed,850,0.0,1
22236,Rusty ,-851,0.0,1
22236,Rusty connections,-76,0.0,1
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",105,133.89,11
22241,GARLAND WOODEN HAPPY EASTER,2282,3106.6,227
22242,5 HOOK HANGER MAGIC TOADSTOOL,1173,1839.0599999999997,86
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",2994,4813.349999999999,262
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1461,2255.97,94
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",3103,4827.95,181
22244,3 HOOK HANGER MAGIC GARDEN,1078,1955.6599999999999,75
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",1999,3922.6499999999996,214
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",3426,2968.8399999999997,328
22246,"GARLAND, MAGIC GARDEN 1.8M",657,1334.31,95
22246,MAGIC GARDEN FELT GARLAND ,24,92.0,9
22247,BUNNY DECORATION MAGIC GARDEN,519,434.0,70
22248,DECORATION  PINK CHICK MAGIC GARDEN,421,378.07,66
22249,DECORATION WHITE CHICK MAGIC GARDEN,710,623.5,98
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,708,659.54,111
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1162,1433.16,165
22252,BIRDCAGE DECORATION MAGIC GARDEN,21,53.55,3
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,303,374.19,45
22253,6 CROCHET STRAWBERRIES,969,1164.53,86
22254,FELT TOADSTOOL LARGE,682,881.66,95
22255,FELT TOADSTOOL  SMALL,544,515.9,75
22256,FELT FARM ANIMAL CHICKEN,640,804.68,72
22257,FELT FARM ANIMAL SHEEP,35,51.31,16
22258,FELT FARM ANIMAL RABBIT,385,490.91,55
22259,FELT FARM ANIMAL HEN,108,148.85999999999999,29
22260,FELT EGG COSY BLUE RABBIT ,1012,1030.57,145
22261,FELT EGG COSY WHITE RABBIT ,1534,1491.3,141
22262,FELT EGG COSY CHICKEN,1019,1022.3,178
22263,FELT EGG COSY LADYBIRD ,515,435.65999999999997,54
22264,FELT FARM ANIMAL WHITE BUNNY ,473,433.04999999999995,74
22265,EASTER DECORATION NATURAL CHICK,1313,849.4100000000001,106
22266,EASTER DECORATION HANGING BUNNY,651,441.66,71
22267,EASTER DECORATION EGG BUNNY ,634,615.8,35
22268,EASTER DECORATION SITTING BUNNY,538,463.0,83
22269,EGG CUP NATURAL CHICKEN,566,708.72,90
22270,HAPPY EASTER HANGING DECORATION,429,1648.08,104
22271,FELTCRAFT DOLL ROSIE,2964,8380.550000000001,506
22272,FELTCRAFT DOLL MARIA,1201,3366.0400000000004,264
22273,FELTCRAFT DOLL MOLLY,2879,8270.43,498
22274,FELTCRAFT DOLL EMILY,2420,6821.120000000001,414
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,945,7866.83,317
22276,WASH BAG VINTAGE ROSE PAISLEY,1656,4248.92,304
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1024,2126.4,156
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,645,3495.09,230
22279,POCKET BAG BLUE PAISLEY RED SPOT,578,1062.47,88
22280,POCKET BAG PINK PAISELY BROWN SPOT,415,747.5,64
22281,EASTER TREE YELLOW BIRDS,366,2273.12,89
22282,12 EGG HOUSE PAINTED WOOD,415,5015.38,121
22283,6 EGG HOUSE PAINTED WOOD,735,5838.92,237
22284,HEN HOUSE DECORATION,1541,2427.33,173
22285,"DECORATION HEN ON NEST, HANGING",1856,2792.83,145
22286,"DECORATION , WOBBLY RABBIT , METAL ",815,1179.9099999999999,80
22287,"DECORATION , WOBBLY CHICKEN, METAL ",551,727.14,41
22288,"DECORATION , HANGING METAL RABBIT",835,905.27,60
22288,HANGING METAL RABBIT DECORATION,6,15.059999999999999,5
22289,"DECORATION , HANGING METAL CHICKEN",616,623.96,42
22290,STANDING METAL RABBIT WITH EGG,687,1258.72,79
22291,HANGING CHICK CREAM DECORATION,4,7.33,2
22291,"SPRING DEC , HANGING CHICK CREAM",1878,2467.68,143
22292,HANGING CHICK  YELLOW DECORATION,9,14.58,5
22292,"SPRING DEC , HANGING CHICK  YELLOW",1622,2138.7799999999997,110
22293,HANGING CHICK GREEN DECORATION,5,13.37,5
22293,"SPRING DEC , HANGING CHICK  GREEN",1130,1519.82,101
22294,HEART FILIGREE DOVE  SMALL,11520,14224.44,589
22295,HEART FILIGREE DOVE LARGE,5885,9703.779999999999,476
22296,HEART IVORY TRELLIS LARGE,6811,11171.189999999999,535
22297,HEART IVORY TRELLIS SMALL,9535,12251.69,622
22299,PIG KEYRING WITH LIGHT & SOUND ,2579,3108.91,131
22300,COFFEE MUG DOG + BALL DESIGN,2637,6619.69,360
22301,COFFEE MUG CAT + BIRD DESIGN,2874,7355.08,428
22302,COFFEE MUG PEARS  DESIGN,2578,5309.71,191
22303,COFFEE MUG APPLES DESIGN,2565,6215.93,296
22304,COFFEE MUG BLUE PAISLEY DESIGN,1643,3404.25,120
22305,COFFEE MUG PINK PAISLEY DESIGN,1590,3147.75,100
22306,SILVER MUG BONE CHINA TREE OF LIFE,536,1046.22,57
22307,GOLD MUG BONE CHINA TREE OF LIFE,500,968.64,52
22308,TEA COSY BLUE STRIPE,407,1171.73,115
22309,TEA COSY RED  STRIPE,948,2357.43,155
22310,IVORY KNITTED MUG COSY ,536,1001.14,70
22310,KNITTED MUG COSY IVORY COLOUR ,585,953.9899999999999,60
22311,OFFICE MUG WARMER BLACK+SILVER ,1014,3492.54,174
22312,OFFICE MUG WARMER POLKADOT,671,2576.01,153
22313,OFFICE MUG WARMER PINK,456,1685.44,77
22314,OFFICE MUG WARMER CHOC+BLUE,590,2316.86,133
22315,200 RED + WHITE BENDY STRAWS,1278,1603.09,228
22316,200 BENDY SKULL STRAWS,612,709.2,67
22317,FIVE CATS HANGING DECORATION,305,965.69,79
22318,FIVE HEART HANGING DECORATION,1151,3539.7400000000002,261
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1618,1095.23,121
22320,BIRDS MOBILE VINTAGE DESIGN,399,2338.25,114
22321,BIRD DECORATION RED RETROSPOT,424,362.73999999999995,41
22321,BIRD DECORATION RED SPOT,1267,1169.55,141
22322,BIRD DECORATION GREEN  SPOT,688,669.12,109
22322,BIRD DECORATION GREEN POLKADOT,123,127.22999999999999,30
22323,BAG FOR CHILDREN VINTAGE PINK ,96,408.0,1
22323,PINK POLKADOT KIDS BAG,528,1253.86,118
22324,BAG FOR CHILDREN VINTAGE BLUE ,96,408.0,1
22324,BLUE POLKADOT KIDS BAG,291,729.61,83
22325,MOBILE VINTAGE HEARTS ,419,1854.0300000000002,144
22326,"ROUND SNACK BOXES ,SET4, WOODLAND ",66,194.70000000000002,3
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,7049,20363.210000000003,691
22327,ROUND SNACK BOXES SET OF 4 SKULLS,1928,5727.04,383
22328,"ROUND SNACK BOXES ,SET 4, FRUITS ",84,247.8,5
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,7663,21003.24,606
22329,ROUND CONTAINER SET OF 5 RETROSPOT,3518,5714.409999999999,376
22329,ROUND FOOD CONTAINER S/5 RETROSPOT,36,59.39999999999999,3
22330,72 ROUND PINK DOILIES,116,180.5,23
22331,WOODLAND PARTY BAG + STICKER SET,1866,3115.81,271
22332,SKULLS PARTY BAG + STICKER SET,2711,4244.2,239
22333,RETRO SPORT PARTY BAG + STICKER SET,2974,4680.98,260
22333,RETRO SPOT PARTY BAG + STICKER SET,937,1410.6,35
22333,RETROSPOT PARTY BAG + STICKER SET,521,922.65,110
22334,DINOSAUR PARTY BAG + STICKER SET,1524,2390.0,169
22335,HEART DECORATION PAINTED ZINC ,5875,3752.02,307
22336,DOVE DECORATION PAINTED ZINC ,2353,1542.24,145
22337,ANGEL DECORATION PAINTED ZINC ,1597,976.4200000000001,76
22338,STAR DECORATION PAINTED ZINC ,1397,915.34,94
22339,CHRISTMAS TREE PAINTED ZINC ,984,659.19,70
22340,NOEL GARLAND PAINTED ZINC ,413,745.3499999999999,58
22341,LOVE GARLAND PAINTED ZINC ,1834,3042.8799999999997,174
22342,HOME GARLAND PAINTED ZINC ,814,1404.8999999999999,109
22343,PARTY PIZZA DISH RED RETROSPOT,811,657.9399999999999,62
22343,PARTY PIZZA DISH RED WHITE SPOT ,488,434.06999999999994,34
22343,PARTY PIZZA DISH RED+WHITE SPOT ,12,10.2,1
22344,PARTY PIZZA DISH PINK POLKADOT,84,78.69,14
22344,PARTY PIZZA DISH PINK RETROSPOT,185,181.54999999999998,24
22344,PARTY PIZZA DISH PINK WHITE SPOT ,75,78.72999999999999,19
22344,PARTY PIZZA DISH PINK+WHITE SPOT ,24,20.4,2
22345,PARTY PIZZA DISH BLUE POLKADOT,80,72.05,13
22345,PARTY PIZZA DISH BLUE RETROSPOT,206,178.33999999999997,28
22345,PARTY PIZZA DISH BLUE WHITE SPOT ,53,54.28,17
22345,PARTY PIZZA DISH BLUE+WHITE SPOT ,24,20.4,2
22346,PARTY PIZZA DISH GREEN POLKADOT,138,109.55999999999999,10
22346,PARTY PIZZA DISH GREEN RETROSPOT,89,80.50999999999999,19
22346,PARTY PIZZA DISH GREEN WHITE SPOT ,40,42.3,15
22346,PARTY PIZZA DISH GREEN+WHITE SPOT ,12,10.2,1
22347,PIZZA DISH SLICE ,36,45.0,2
22347,PIZZA SLICE DISH,2686,3081.68,113
22348,TEA BAG PLATE RED RETROSPOT,1353,1188.3,157
22348,TEA BAG PLATE RED SPOTTY ,7047,5867.04,468
22349,"DOG BOWL , CHASING BALL DESIGN",742,2972.18,141
22349,DOG BOWL CHASING BALL DESIGN,459,2174.72,108
22350,CAT BOWL ,946,2521.24,122
22350,ILLUSTRATED CAT BOWL ,505,1608.6499999999999,101
22351,DOTCOMGIFTSHOP TEA TOWEL,2,6.72,1
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2663,6699.509999999999,431
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,1388,3418.14,237
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1526,4159.5599999999995,276
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1439,3567.08,200
22354,RETRO SPOT PADDED SEAT CUSHION,475,1718.93,56
22354,RETROSPOT PADDED SEAT CUSHION,1015,3919.65,147
22355,"CHARLOTTE BAG , SUKI DESIGN",4411,3791.49,346
22355,CHARLOTTE BAG SUKI DESIGN,10110,13533.199999999999,565
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",4149,3520.2599999999998,364
22356,CHARLOTTE BAG PINK POLKADOT,1713,2123.75,185
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,4344,3958.93,325
22357,KINGS CHOICE BISCUIT TIN,1597,7153.53,303
22358,KINGS CHOICE TEA CADDY ,1941,5858.030000000001,375
22359,GLASS JAR KINGS CHOICE,1037,3281.25,133
22359,"GLASS JAR, KINGS CHOICE SOAP",42,123.9,8
22359,temp,100,0.0,1
22360,GLASS JAR ENGLISH CONFECTIONERY,1441,4209.4800000000005,244
22360,"GLASS JAR, ENGLISH CONFECTIONERY",0,0.0,2
22360,temp,100,0.0,1
22361,GLASS JAR DAISY FRESH COTTON WOOL,1066,3293.34,260
22361,temp,100,0.0,1
22362,GLASS JAR PEACOCK BATH SALTS,348,1095.8400000000001,130
22363,GLASS JAR MARMALADE ,281,863.6,99
22363,temp,100,0.0,1
22364,GLASS JAR DIGESTIVE BISCUITS,1407,4411.23,201
22365,DOOR MAT RESPECTABLE HOUSE,379,2758.94,125
22365,DOORMAT RESPECTABLE HOUSE,1188,6990.96,153
22366,DOOR MAT AIRMAIL ,463,3381.69,142
22366,DOORMAT AIRMAIL ,1307,8013.15,221
22367,CHILDRENS APRON SPACEBOY DESIGN,2067,4112.16,323
22367,CHILDS APRON SPACEBOY DESIGN,2334,4430.42,310
22371,AIRLINE BAG VINTAGE TOKYO 78,789,4104.09,322
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,339,1839.06,157
22374,AIRLINE BAG VINTAGE JET SET RED,492,2750.85,218
22375,AIRLINE BAG VINTAGE JET SET BROWN,265,1459.3899999999999,131
22376,AIRLINE BAG VINTAGE JET SET WHITE,296,1602.87,135
22377,BOTTLE BAG RETROSPOT ,2242,4665.8,234
22378,WALL TIDY RETROSPOT ,1481,3246.05,268
22379,RECYCLING BAG RETROSPOT ,9162,19765.670000000002,850
22380,TOY TIDY SPACEBOY  ,3675,7461.06,417
22381,TOY TIDY PINK POLKADOT,1450,2996.8,130
22381,TOY TIDY PINK RETROSPOT  ,4555,9533.73,514
22382,LUNCH BAG SPACEBOY DESIGN ,9257,15176.53,988
22382,LUNCHBAG SPACEBOY DESIGN ,644,1022.6,45
22383,LUNCH BAG SUKI  DESIGN ,12459,20666.49,1125
22383,LUNCHBAG SUKI  DESIGN ,410,661.63,35
22384,LUNCH BAG PINK POLKADOT,1467,2445.39,213
22384,LUNCH BAG PINK POLKADOTS,10,16.5,1
22384,LUNCH BAG PINK RETROSPOT,8807,14231.02,826
22384,LUNCHBAG PINK RETROSPOT,108,179.91,14
22385,JUMBO BAG SPACEBOY DESIGN,8248,15157.21,586
22386,JUMBO BAG PINK POLKADOT,4157,8402.11,263
22386,JUMBO BAG PINK WITH WHITE SPOTS,14192,26223.16,810
22389,PAPERWEIGHT SAVE THE PLANET,321,634.5699999999999,49
22390,PAPERWEIGHT CHILDHOOD MEMORIES,553,1023.4799999999999,48
22391,PAPERWEIGHT HOME SWEET HOME,169,399.81,37
22393,PAPERWEIGHT VINTAGE COLLAGE,281,646.9899999999999,54
22394,PAPERWEIGHT KINGS CHOICE ,181,323.77,33
22395,PAPERWEIGHT VINTAGE PAISLEY,85,208.89999999999998,23
22396,MAGNETS PACK OF 4 RETRO PHOTO,685,819.23,60
22398,MAGNETS PACK OF 4 SWALLOWS,1747,2204.64,194
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,2942,3452.52,184
22400,MAGNETS PACK OF 4 HOME SWEET HOME,1049,1310.47,86
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1725,1998.39,103
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,413,534.13,91
22405,MONEY BOX POCKET MONEY DESIGN,1264,1573.04,153
22405,TIN CAN POCKET MONEY DESIGN,24,30.0,2
22406,MONEY BOX KINGS CHOICE DESIGN,2092,2692.74,137
22406,TIN CAN KINGS CHOICE DESIGN,36,45.0,3
22407,MONEY BOX FIRST ADE DESIGN,308,383.68,52
22408,MONEY BOX CONFECTIONERY DESIGN,469,598.07,68
22408,TIN CAN CONFECTIONERY DESIGN,12,15.0,1
22409,MONEY BOX BISCUITS DESIGN,1431,1959.51,112
22409,TIN CAN BISCUITS DESIGN,48,60.0,4
22410,MONEY BOX HOUSEKEEPING DESIGN,1093,1378.79,139
22410,TIN CAN HOUSEKEEPING DESIGN,24,30.0,2
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,15044,29471.45,1068
22412,METAL SIGN NEIGHBOURHOOD WITCH ,1503,3244.7100000000005,260
22413,METAL SIGN TAKE IT OR LEAVE IT ,3160,8578.0,488
22414,DOOR MAT NEIGHBOURHOOD WITCH ,96,783.87,52
22414,DOORMAT NEIGHBOURHOOD WITCH ,819,4427.08,78
22415,WHITE TISSUE REAM,307,2440.65,197
22416,36 DOILIES SPACEBOY DESIGN ,710,1006.8199999999999,56
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,395,551.6,46
22417,PACK OF 60 SPACEBOY CAKE CASES,13147,6654.95,599
22418,10 COLOUR SPACEBOY PEN,6090,5140.2699999999995,295
22418,"PEN, 10 COLOURS - SPACEBOY",24,20.4,1
22419,LIPSTICK PEN RED,3716,1696.05,256
22420,LIPSTICK PEN BABY PINK,783,408.13,114
22421,LIPSTICK PEN FUSCHIA,2177,1032.93,209
22422,TOOTHPASTE TUBE PEN,1489,1012.94,166
22423,REGENCY CAKESTAND 3 TIER,13093,163051.46,2186
22423,"broken, uneven bottom",-35,0.0,1
22423,damaged,-133,0.0,3
22423,faulty,-13,0.0,1
22423,smashed,-63,0.0,2
22423,wonky bottom/broken,-35,0.0,1
22424,ENAMEL BREAD BIN CREAM,668,8694.28,309
22425,ENAMEL COLANDER CREAM,268,1410.66,124
22425,ENAMEL COLLANDER CREAM,122,567.12,23
22426,ENAMEL WASH BOWL CREAM,604,2255.33,179
22427,ENAMEL FLOWER JUG CREAM,1134,6798.450000000001,318
22428,ENAMEL FIRE BUCKET CREAM,238,1602.42,97
22429,ENAMEL MEASURING JUG CREAM,1066,4527.96,275
22430,ENAMEL WATERING CAN CREAM,776,3517.2000000000003,175
22431,WATERING CAN BLUE ELEPHANT,1344,2842.92,301
22432,WATERING CAN GREEN DINOSAUR,48,93.6,6
22432,WATERING CAN PINK BUNNY,1792,3340.0899999999997,246
22433,WATERING CAN GREEN DINOSAUR,1358,2474.8599999999997,197
22433,WATERING CAN PINK BUNNY,54,105.3,5
22433,my error - connor,-4200,0.0,1
22434,BALLOON PUMP WITH 10 BALLOONS,1789,3231.33,162
22435,SET OF 9 HEART SHAPED BALLOONS,2136,2733.74,285
22436,12 COLOURED PARTY BALLOONS,2134,1322.3400000000001,135
22437,SET OF 9 BLACK SKULL BALLOONS,3732,3081.37,228
22438,BALLOON ART MAKE YOUR OWN FLOWERS,480,936.82,79
22439,6 ROCKET BALLOONS ,2066,1353.8700000000001,176
22440,BALLOON WATER BOMB PACK OF 35,2598,1060.07,147
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1669,3594.2000000000003,273
22442,GROW YOUR OWN FLOWERS SET OF 3,574,3557.02,106
22443,GROW YOUR OWN HERBS SET OF 3,537,4177.51,186
22444,GROW YOUR OWN PLANT IN A CAN ,9499,13022.03,421
22445,PENCIL CASE GINGHAM FOREST,36,106.20000000000002,4
22445,PENCIL CASE LIFE IS BEAUTIFUL,748,2321.1600000000003,148
22446,PIN CUSHION BABUSHKA PINK,59,197.65,23
22446,PIN CUSHION RUSSIAN DOLL PINK,122,422.45000000000005,34
22447,PIN CUSHION BABUSHKA BLUE,41,144.19,17
22447,PIN CUSHION RUSSIAN DOLL BLUE,68,238.06,23
22448,PIN CUSHION BABUSHKA RED,155,532.9300000000001,43
22448,PIN CUSHION RUSSIAN DOLL RED,395,1230.67,36
22449,SILK PURSE BABUSHKA PINK,413,1404.0700000000002,89
22449,SILK PURSE RUSSIAN DOLL PINK,463,1537.3200000000002,91
22450,SILK PURSE BABUSHKA BLUE,294,998.58,70
22450,SILK PURSE RUSSIAN DOLL BLUE,374,1242.5800000000002,70
22451,SILK PURSE BABUSHKA RED,561,1944.2700000000002,121
22451,SILK PURSE RUSSIAN DOLL RED,605,1975.27,88
22452,MEASURING TAPE BABUSHKA PINK,437,1228.5900000000001,69
22452,MEASURING TAPE RUSSIAN DOLL PINK,176,534.0000000000001,49
22453,MEASURING TAPE BABUSHKA BLUE,315,879.97,44
22453,MEASURING TAPE RUSSIAN DOLL BLUE,102,303.86000000000007,29
22454,MEASURING TAPE BABUSHKA RED,582,1645.3000000000002,86
22454,MEASURING TAPE RUSSIAN DOLL RED,654,1796.42,64
22456,NATURAL SLATE CHALKBOARD LARGE ,2695,12154.81,393
22457,NATURAL SLATE HEART CHALKBOARD ,6539,20350.890000000003,858
22458,CAST IRON HOOK GARDEN FORK,1017,2399.12,157
22459,CAST IRON HOOK GARDEN TROWEL,1016,2422.39,155
22460,EMBOSSED GLASS TEALIGHT HOLDER,2268,3074.58,174
22461,SAVOY ART DECO CLOCK,138,1816.6999999999998,117
22464,HANGING METAL HEART LANTERN,4463,7565.799999999999,461
22465,HANGING METAL STAR LANTERN,2513,4253.3099999999995,289
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2788,5163.679999999999,203
22467,22719,2,0.0,1
22467,GUMBALL COAT RACK,4189,9920.58,478
22468,BABUSHKA LIGHTS STRING OF 10,1206,7887.360000000001,282
22469,HEART OF WICKER SMALL,10961,18801.809999999998,1038
22469,missing,-198,0.0,1
22470,HEART OF WICKER LARGE,8329,24920.260000000002,1102
22470,crushed,-4,0.0,1
22471,TV DINNER TRAY AIR HOSTESS ,222,1166.39,84
